query-id	corpus-id	score
6420	60595	2
6420	231771	2
6420	397978	2
6420	566220	2
6420	630872	2
6420	155861	1
6420	462777	1
6420	630873	1
6420	60596	0
6420	181888	0
6524	234824	3
6524	592311	3
6524	68943	2
6524	424127	2
6524	507237	2
6524	520095	2
6524	700058	2
6524	63667	1
6524	234822	1
6524	337192	1
6524	337300	1
6524	9994	0
6524	21599	0
6524	113892	0
6524	234823	0
6524	507234	0
6588	125929	3
6588	521013	2
6588	536310	2
6588	738270	2
6588	88167	1
6588	346310	1
6588	10100	0
6588	37927	0
6588	88164	0
6588	88166	0
6588	318284	0
6588	372606	0
6607	10140	3
6607	281975	3
6607	642305	3
6607	208999	2
6607	453872	2
6607	730332	2
6607	51734	1
6607	93467	1
6607	214251	1
6607	172558	0
6607	214250	0
6607	642304	0
6665	265186	3
6665	10243	2
6665	308976	2
6665	543605	2
6665	746317	2
6665	543606	1
6665	232164	0
6665	265581	0
6665	265582	0
6665	289840	0
6665	370495	0
6665	386707	0
6665	543604	0
6706	656070	3
6706	664056	3
6706	494344	2
6706	723217	2
6706	10324	1
6706	22832	1
6706	53876	1
6706	82764	1
6706	10323	0
6706	132542	0
6706	417202	0
6740	310765	3
6740	331801	3
6740	412450	3
6740	10384	2
6740	118452	2
6740	118453	2
6740	399356	2
6740	399357	2
6740	59657	2
6740	310766	1
6740	426801	1
6740	24228	0
6740	195430	0
6740	585	0
6740	426800	0
6740	426802	0
6740	426803	0
6740	426806	0
6740	721975	0
7092	413745	3
7092	10934	2
7092	123908	2
7092	445477	2
7092	634072	2
7092	498205	1
7092	693603	1
7092	10933	0
7092	425058	0
7092	530061	0
7092	530062	0
7092	602263	0
7399	544226	3
7399	100104	2
7399	695387	2
7399	71251	1
7399	11407	0
7399	11408	0
7399	65996	0
7399	203107	0
7399	598427	0
7399	10596	0
7399	641254	0
7941	45046	3
7941	516930	3
7941	548212	3
7941	12282	2
7941	435357	2
7941	499883	2
7941	635048	2
7941	12281	1
7941	274392	1
7941	635049	1
7941	684968	1
7941	717472	1
7941	133284	0
7941	203074	0
7941	72398	0
7941	723884	0
8214	12741	3
8214	267176	3
8214	267177	3
8214	15991	2
8214	15992	2
8214	377031	2
8214	736405	2
8214	220027	1
8214	546227	1
8214	653349	1
8214	62939	0
8214	183965	0
8214	183966	0
8214	183967	0
8214	220028	0
8214	551396	0
8214	704295	0
8215	134550	3
8215	150064	3
8215	400111	3
8215	12742	2
8215	90587	2
8215	96216	2
8215	150062	2
8215	271541	2
8215	354897	2
8215	400110	2
8215	524165	2
8215	90583	1
8215	150063	1
8215	321619	1
8215	321622	1
8215	400112	1
8215	400114	1
8215	405232	1
8215	524168	1
8215	90577	0
8215	96214	0
8215	96217	0
8215	321621	0
8215	321625	0
8215	354896	0
8215	397811	0
8215	400113	0
8215	400115	0
8215	414764	0
8215	462469	0
8726	216596	3
8726	13571	2
8726	248680	2
8726	509453	2
8726	503397	1
8726	577267	1
8726	747642	1
8726	388907	0
8726	697049	0
8726	762196	0
8802	25804	3
8802	206827	3
8802	328487	3
8802	604951	3
8802	294954	2
8802	323737	2
8802	52254	2
8802	449412	2
8802	345279	1
8802	638694	1
8802	13682	0
8877	297776	3
8877	13813	2
8877	242934	2
8877	297777	2
8877	297780	2
8877	418980	2
8877	509325	2
8877	477330	2
8877	688769	2
8877	688780	2
8877	745699	2
8877	163801	1
8877	231261	1
8877	231264	1
8877	242939	1
8877	242940	1
8877	297779	1
8877	297782	1
8877	329798	1
8877	415518	1
8877	477322	1
8877	688777	1
8877	242933	0
8877	242937	0
8877	253107	0
8877	253115	0
8877	253146	0
8877	297781	0
8877	337469	0
8877	337476	0
8877	370625	0
8877	418981	0
8877	506303	0
8877	605127	0
8877	462389	0
8984	60881	3
8984	88631	3
8984	628903	3
8984	651403	3
8984	13980	2
8984	143666	2
8984	143667	2
8984	147615	2
8984	374944	2
8984	374948	2
8984	581903	2
8984	13981	1
8984	63708	1
8984	374946	0
8984	374947	0
8984	374949	0
8984	708274	0
9142	498979	3
9142	93792	2
9142	498978	1
9142	14270	0
9142	14271	0
9142	43500	0
9142	218375	0
9142	268772	0
9142	407469	0
9142	575916	0
9142	585078	0
9142	585079	0
9142	625491	0
9142	625492	0
9180	333899	3
9180	14338	2
9180	208762	2
9180	259022	2
9180	295789	2
9180	488717	2
9180	524313	2
9180	725907	2
9180	739767	2
9180	555869	1
9180	739766	0
9193	215517	3
9193	337045	2
9193	218476	1
9193	696553	1
9193	97702	0
9193	97703	0
9193	268873	0
9193	298801	0
9193	527354	0
9193	720059	0
9229	578569	3
9229	278064	2
9229	399899	2
9229	562870	2
9229	103043	1
9229	14426	0
9229	52711	0
9229	223733	0
9229	416617	0
9229	416618	0
9340	178629	3
9340	578188	3
9340	748602	3
9340	267640	2
9340	422822	2
9340	466649	2
9340	578191	2
9340	578192	2
9340	627843	2
9340	627844	2
9340	627845	2
9340	659902	2
9340	748603	2
9340	307211	1
9340	428088	1
9340	578189	1
9340	14591	0
9340	627840	0
9340	719718	0
9559	548422	3
9559	14944	2
9559	14940	1
9559	14942	1
9559	14945	1
9559	90784	1
9559	148003	1
9559	350863	1
9559	379233	1
9559	610182	1
9559	14939	0
9559	14943	0
9559	14946	0
9559	14947	0
9559	65120	0
9559	89369	0
9559	89373	0
9559	102176	0
9559	102177	0
9559	222986	0
9559	316001	0
9603	355540	3
9603	391908	3
9603	703893	3
9603	139393	2
9603	219579	2
9603	264705	2
9603	458708	2
9603	46106	2
9603	46100	2
9603	703892	2
9603	722702	2
9603	15013	1
9603	535158	1
9603	722706	1
9603	535157	0
9764	15263	3
9764	152586	3
9764	648063	3
9764	31543	2
9764	108876	2
9764	31540	2
9764	372032	2
9764	372033	2
9764	150152	2
9764	735893	2
9764	31541	1
9764	155359	1
9764	155362	1
9764	15264	0
9764	15265	0
9764	58526	0
9764	58527	0
9764	58529	0
9764	58530	0
9764	58531	0
9764	31545	0
9764	93308	0
9764	148302	0
9764	31546	0
9764	31547	0
9764	31548	0
9764	31549	0
9764	31542	0
9764	31544	0
9764	155361	0
9764	166679	0
9764	155364	0
9764	351116	0
9764	372030	0
9764	510292	0
9764	648526	0
9764	648528	0
9764	648529	0
9764	735890	0
9768	237114	3
9768	447858	3
9768	585854	3
9768	20383	2
9768	186419	2
9768	534234	2
9768	585855	2
9768	635324	2
9768	15271	1
9768	20384	1
9768	136186	0
9768	756411	0
10280	271837	3
10280	549902	3
10280	16097	2
10280	98936	2
10280	133196	2
10280	187411	2
10280	271836	2
10280	399404	2
10280	500367	2
10280	500368	2
10280	16099	1
10280	97811	1
10280	187412	1
10280	271834	1
10280	271839	1
10280	321885	1
10280	631505	1
10280	96706	0
10280	184095	0
10280	271835	0
10280	631504	0
10280	703182	0
10280	752359	0
10284	236481	3
10284	302639	3
10284	497806	3
10284	16102	2
10284	329631	2
10284	412155	2
10284	412158	2
10284	412160	2
10284	494047	2
10284	66126	1
10284	497807	1
10284	172117	0
10284	231083	0
10284	266960	0
10284	412157	0
10284	412159	0
10344	407930	3
10344	445426	3
10344	456309	3
10344	16204	2
10344	264120	2
10344	314419	2
10344	314859	2
10344	407931	2
10344	574851	2
10344	633751	2
10344	727812	2
10344	727813	1
10344	574852	0
10344	727814	0
10601	156667	3
10601	188559	3
10601	58078	2
10601	108420	2
10601	188560	2
10601	223177	2
10601	223179	2
10601	223180	2
10601	419148	2
10601	607999	2
10601	16656	1
10601	215231	1
10601	223178	1
10601	703592	1
10601	137705	0
11050	529202	3
11050	17455	2
11050	67680	2
11050	159406	1
11050	17454	0
11050	128923	0
11050	179274	0
11050	268785	0
11050	52914	0
11050	354651	0
11050	491966	0
11050	589485	0
11076	17491	3
11076	430974	3
11076	515541	3
11076	608792	3
11076	630834	3
11076	658107	2
11076	52152	1
11076	160983	0
11076	210302	0
11076	267350	0
11076	95225	0
11123	49984	3
11123	690908	3
11123	331103	2
11123	138624	1
11123	483808	1
11123	17566	0
11123	191885	0
11123	599864	0
11123	672434	0
11123	759511	0
11139	51169	3
11139	687522	3
11139	69769	2
11139	97115	2
11139	97132	2
11139	131640	2
11139	281583	2
11139	97081	1
11139	97171	1
11139	139195	1
11139	139196	1
11139	209598	1
11139	518931	1
11139	620564	1
11139	620565	1
11139	750695	1
11139	2551	0
11139	56174	0
11139	97101	0
11139	97160	0
11139	131641	0
11139	453263	0
11139	457534	0
11139	457558	0
11139	457559	0
11139	620563	0
11139	675809	0
11139	716754	0
11226	202764	3
11226	465897	3
11226	692486	3
11226	713161	3
11226	17740	2
11226	70005	2
11226	397433	2
11226	277882	1
11226	465896	1
11226	40484	0
11226	40485	0
11226	57833	0
11226	70004	0
11226	277881	0
11226	467150	0
11226	713162	0
11233	658432	3
11233	663671	3
11233	189104	2
11233	382346	2
11233	484209	1
11233	17750	0
11233	89027	0
11233	210005	0
11233	221235	0
11233	292520	0
11233	331474	0
11233	663672	0
11258	382181	3
11258	68040	2
11258	151199	2
11258	151200	2
11258	502267	2
11258	361544	1
11258	17812	0
11258	151201	0
11258	189155	0
11258	382740	0
11258	501816	0
11258	502268	0
11258	550562	0
11258	550563	0
11359	474512	3
11359	533009	3
11359	729580	3
11359	68681	2
11359	387581	2
11359	436797	2
11359	17956	1
11359	331511	0
11359	387580	0
11359	425823	0
11359	436798	0
11359	614229	0
11576	209512	3
11576	18324	2
11576	183477	2
11576	441247	2
11576	580717	2
11576	393935	1
11576	303011	0
11576	494583	0
11576	582298	0
11576	630868	0
11576	630869	0
11576	669340	0
11705	276684	3
11705	300117	2
11705	389740	2
11705	210610	1
11705	439030	1
11705	691898	1
11705	18542	0
11705	68933	0
11705	267848	0
11705	300115	0
11705	383813	0
11705	471527	0
11705	691899	0
11709	417158	3
11709	412781	2
11709	224427	1
11709	299408	1
11709	18549	0
11709	53437	0
11709	136130	0
11709	248810	0
11709	577430	0
11709	659117	0
11712	130533	3
11712	638581	3
11712	109406	2
11712	354913	2
11712	412484	2
11712	520707	2
11712	693867	2
11712	726209	2
11712	18557	1
11712	726210	1
11712	759927	1
11712	168889	0
11712	6396	0
11712	11911	0
11712	638580	0
12210	102685	3
12210	289628	3
12210	97585	2
12210	188720	2
12210	211396	2
12210	326164	2
12210	352235	2
12210	352240	2
12210	377123	2
12210	610794	2
12210	610797	2
12210	97581	1
12210	211397	1
12210	294119	1
12210	424558	1
12210	580083	1
12210	19392	0
12210	97584	0
12210	377122	0
12210	414859	0
12210	580085	0
12359	422225	3
12359	454260	3
12359	476952	3
12359	161664	2
12359	161665	2
12359	161667	2
12359	238195	2
12359	404080	2
12359	558240	2
12359	19649	1
12359	369145	1
12359	19647	0
12359	19648	0
12359	19650	0
12359	161666	0
12359	249636	0
12359	422226	0
12359	454258	0
12359	731486	0
12371	503561	3
12371	520089	3
12371	19674	2
12371	268526	2
12371	268537	2
12371	312381	2
12371	520088	2
12371	552973	2
12371	552974	2
12371	574162	2
12371	520090	1
12371	622894	1
12371	96404	0
12371	223664	0
12371	274252	0
12371	312380	0
12371	503562	0
12371	525097	0
12371	525099	0
12371	525100	0
12371	525102	0
12371	611656	0
12559	76909	3
12559	553453	3
12559	192594	2
12559	358567	2
12559	590845	2
12559	646630	2
12559	724247	2
12559	76908	1
12559	242653	1
12559	472249	1
12559	553452	1
12559	20013	0
12559	242652	0
12559	724248	0
13230	219123	3
13230	284699	3
13230	694514	3
13230	21228	2
13230	617355	2
13230	732766	2
13230	666870	1
13230	163239	0
13230	191427	0
13230	644148	0
13261	127142	3
13261	385710	3
13261	455009	3
13261	579860	3
13261	732292	3
13261	21286	2
13261	109713	2
13261	109714	2
13261	109715	2
13261	262931	2
13261	460062	2
13261	554001	2
13261	385709	1
13261	655070	1
13261	21285	0
13261	109716	0
13623	475243	3
13623	21957	2
13623	187098	2
13623	468089	2
13623	168423	1
13623	286903	1
13623	152154	0
13623	168415	0
13623	273690	0
13623	286904	0
13623	323776	0
13623	343204	0
13623	410420	0
13623	410427	0
13623	468087	0
13623	468088	0
13632	61648	3
13632	182682	3
13632	423976	3
13632	474095	2
13632	612532	2
13632	685890	2
13632	662497	1
13632	21974	0
13632	72147	0
13632	444083	0
13632	683698	0
14102	610348	3
14102	143735	2
14102	447531	2
14102	450227	2
14102	618316	2
14102	629612	2
14102	22856	1
14102	399039	1
14102	536900	1
14102	610350	1
14102	22857	0
14102	143734	0
14102	143736	0
14102	143737	0
14102	393912	0
14102	399037	0
14102	399038	0
14102	399040	0
14102	447529	0
14102	447535	0
14102	536899	0
14102	610349	0
14224	382209	3
14224	614358	3
14224	387444	2
14224	543130	2
14224	627326	2
14224	669752	1
14224	23113	0
14224	194227	0
14224	627550	0
14224	676875	0
14225	440863	3
14225	1207	2
14225	331421	2
14225	445523	2
14225	663634	1
14225	585	0
14225	55326	0
14225	72684	0
14225	1208	0
14225	215014	0
14225	387394	0
14225	474575	0
14225	550176	0
14225	663009	0
14377	686452	3
14377	304654	2
14377	425944	2
14377	497893	2
14377	23363	1
14377	425945	1
14377	425946	1
14377	686453	1
14377	254230	0
14377	342975	0
14377	492742	0
14377	614355	0
14377	681281	0
14377	686454	0
14831	653063	3
14831	697487	3
14831	338643	2
14831	343053	2
14831	756378	2
14831	602765	1
14831	24125	0
14831	203376	0
14831	203377	0
14831	216208	0
14831	216210	0
14831	343054	0
14831	421446	0
14831	529664	0
14831	602764	0
14831	653064	0
14831	756381	0
14997	140194	3
14997	305770	3
14997	457345	3
14997	544399	3
14997	24448	2
14997	311938	2
14997	426998	2
14997	544398	2
14997	24447	1
14997	593645	1
14997	144638	0
14997	185512	0
14997	544401	0
14997	734779	0
15100	202605	3
15100	494374	3
15100	81834	2
15100	107760	2
15100	228501	2
15100	252914	2
15100	24621	1
15100	456299	1
15100	615661	1
15100	509147	0
15115	167895	3
15115	146854	2
15115	583900	2
15115	633407	2
15115	737453	2
15115	258761	1
15115	657057	1
15115	24648	0
15115	66743	0
15115	66744	0
15115	469802	0
15155	91568	3
15155	51305	2
15155	196658	2
15155	196659	2
15155	246582	2
15155	1144	2
15155	389761	2
15155	611269	2
15155	611273	2
15155	91576	2
15155	91577	2
15155	91574	2
15155	91581	2
15155	736725	2
15155	736726	2
15155	736731	2
15155	96365	1
15155	1149	1
15155	1143	1
15155	288396	1
15155	611281	1
15155	91578	1
15155	91579	1
15155	24712	0
15155	1150	0
15155	1147	0
15155	1148	0
15155	6936	0
15155	1146	0
15155	1141	0
15155	1142	0
15155	91575	0
15155	383404	0
15155	519319	0
15155	572003	0
15155	611303	0
15155	453690	0
15155	331203	0
15155	91567	0
15155	91580	0
15155	736724	0
15155	736729	0
15155	736732	0
15242	83698	3
15242	415107	3
15242	416336	3
15242	536044	3
15242	725866	3
15242	728470	3
15242	24875	2
15242	353628	2
15242	415109	2
15242	536133	2
15242	723851	2
15242	24876	1
15242	83697	1
15242	299749	1
15242	353629	1
15242	415108	1
15242	723852	0
15468	43949	3
15468	226147	3
15468	25324	2
15468	47172	2
15468	106069	2
15468	226145	2
15468	299715	2
15468	420917	2
15468	526053	2
15468	226144	1
15468	43970	0
15468	107590	0
15468	42093	0
15468	403388	0
15468	732	0
15468	5858	0
15623	126391	3
15623	126393	2
15623	279062	2
15623	279063	2
15623	558786	2
15623	75878	1
15623	607997	1
15623	25621	0
15623	104588	0
15623	126392	0
15623	389096	0
15623	389097	0
15623	589433	0
15623	589434	0
15623	676647	0
15799	540604	3
15799	659621	3
15799	25956	2
15799	31132	2
15799	520494	2
15799	659620	2
15799	709622	2
15799	25955	1
15799	331503	1
15799	721295	1
15799	737583	1
15799	155190	0
15799	551936	0
15799	737584	0
15799	742935	0
15831	593871	3
15831	391080	2
15831	26029	1
15831	617071	1
15831	218037	0
15831	345779	0
15831	466326	0
15831	466327	0
15831	22312	0
15831	628461	0
15831	699170	0
15831	749249	0
15862	478100	3
15862	312647	2
15862	419354	1
15862	26104	0
15862	26105	0
15862	69958	0
15862	71113	0
15862	304080	0
15862	323486	0
15862	402114	0
15862	428642	0
15862	483217	0
15862	521072	0
15862	710206	0
15867	65719	3
15867	47179	2
15867	47180	2
15867	218352	2
15867	513704	2
15867	656086	2
15867	26119	1
15867	26118	0
15867	26121	0
15867	168093	0
15867	218351	0
15867	218353	0
15867	218923	0
15867	218924	0
15867	257785	0
15867	269349	0
15867	513712	0
15867	656085	0
15926	26229	3
15926	306881	3
15926	68921	2
15926	299819	2
15926	318968	2
15926	413248	2
15926	416708	2
15926	477050	2
15926	690956	2
15926	727869	2
15926	299821	1
15926	366897	1
15926	312083	0
15926	530106	0
15926	157015	0
16071	26497	3
16071	135555	3
16071	307828	2
16071	478506	2
16071	581807	2
16071	667018	2
16071	746200	2
16071	413800	1
16071	575835	1
16071	575836	1
16071	581808	1
16071	667017	1
16071	746201	1
16071	173535	0
16071	369806	0
16071	478507	0
16565	115779	3
16565	505915	3
16565	27404	2
16565	167535	2
16565	236746	2
16565	524420	2
16565	524425	2
16565	115778	1
16565	524424	1
16565	697958	1
16565	27403	0
16565	115777	0
16565	148867	0
16565	252148	0
16565	524421	0
